asset,time,CapMrktEstUSD
sol,2021-01-09T00:00:00.000000000Z,891921191.81929379623109360913
sol,2021-01-10T00:00:00.000000000Z,906496755.19387671951324221472
sol,2021-01-11T00:00:00.000000000Z,811539677.72255066548114956438
sol,2021-01-12T00:00:00.000000000Z,931796508.95574113567629691704
sol,2021-01-13T00:00:00.000000000Z,921541820.6851014328231696047
sol,2021-01-14T00:00:00.000000000Z,855896326.7147477025665849874
sol,2021-01-15T00:00:00.000000000Z,852691433.39175636596398610064
sol,2021-01-16T00:00:00.000000000Z,900992193.80126091346985806768
sol,2021-01-17T00:00:00.000000000Z,1016634432.225895703578693236
sol,2021-01-18T00:00:00.000000000Z,993286574.5079548769372425506
sol,2021-01-19T00:00:00.000000000Z,954651455.69392923450009123417
sol,2021-01-20T00:00:00.000000000Z,975385115.48907484300626302822
sol,2021-01-21T00:00:00.000000000Z,786469643.14522460206743070018
sol,2021-01-22T00:00:00.000000000Z,872783366.70692445458626399142
sol,2021-01-23T00:00:00.000000000Z,913068465.50727193114313162304
sol,2021-01-24T00:00:00.000000000Z,946832713.81544262493757355936
sol,2021-01-25T00:00:00.000000000Z,968637485.25873760947448188582
sol,2021-01-26T00:00:00.000000000Z,1054021170.19604178964539784776
sol,2021-01-27T00:00:00.000000000Z,964278837.08583350883732314384
sol,2021-01-28T00:00:00.000000000Z,999839101.72914655768213735557
sol,2021-01-29T00:00:00.000000000Z,1004246200.74248449596942758524
sol,2021-01-30T00:00:00.000000000Z,1102432492.29921470314856765554
sol,2021-01-31T00:00:00.000000000Z,1113141762.15576088604378323698
sol,2021-02-01T00:00:00.000000000Z,1187632304.64825368356317571776
sol,2021-02-02T00:00:00.000000000Z,1377306508.72311170782723403439
sol,2021-02-03T00:00:00.000000000Z,1491340068.5853644621130058617
sol,2021-02-04T00:00:00.000000000Z,1683436244.36543435160314875413
sol,2021-02-05T00:00:00.000000000Z,1740075972.85090453147115891784
sol,2021-02-06T00:00:00.000000000Z,1598294182.44652530660147293202
sol,2021-02-07T00:00:00.000000000Z,1747099686.40182115109325305761
sol,2021-02-08T00:00:00.000000000Z,2075222825.32005502856173041444
sol,2021-02-09T00:00:00.000000000Z,2062242386.98557681751580880497
sol,2021-02-10T00:00:00.000000000Z,2361858483.09182464790757841202
sol,2021-02-11T00:00:00.000000000Z,2402846351.79859441531490170355
sol,2021-02-12T00:00:00.000000000Z,2438555269.7931115710508647447
sol,2021-02-13T00:00:00.000000000Z,2302393829.50620759757650707736
sol,2021-02-14T00:00:00.000000000Z,2309317881.9757046958939315702
sol,2021-02-15T00:00:00.000000000Z,2332143709.87480179772122271536
sol,2021-02-16T00:00:00.000000000Z,2183500971.09433399964583376085
sol,2021-02-17T00:00:00.000000000Z,2169693761.30405876995712510289
sol,2021-02-18T00:00:00.000000000Z,2370920201.57000193744067029216
sol,2021-02-19T00:00:00.000000000Z,2982442770.175169604430398355
sol,2021-02-20T00:00:00.000000000Z,2632318065.43681994014017569338
sol,2021-02-21T00:00:00.000000000Z,2926197618.8580312906950753994
sol,2021-02-22T00:00:00.000000000Z,3679906251.6413780990781553935
sol,2021-02-23T00:00:00.000000000Z,3984212422.7089112464207022043
sol,2021-02-24T00:00:00.000000000Z,4601753974.6473105215714900152
sol,2021-02-25T00:00:00.000000000Z,3691903486.0296925908493757336
sol,2021-02-26T00:00:00.000000000Z,3605379712.2484949233752069596
sol,2021-02-27T00:00:00.000000000Z,3498659187.5425731140156833455
sol,2021-02-28T00:00:00.000000000Z,3515396858.8770251852562204715
sol,2021-03-01T00:00:00.000000000Z,3959146204.8650718783095109028
sol,2021-03-02T00:00:00.000000000Z,3679245432.9390545168727539547
sol,2021-03-03T00:00:00.000000000Z,3739392442.576600196399485117
sol,2021-03-04T00:00:00.000000000Z,3456552110.307085462522009616
sol,2021-03-05T00:00:00.000000000Z,3322604547.463587594919101495
sol,2021-03-06T00:00:00.000000000Z,3441737621.2243427076624076728
sol,2021-03-07T00:00:00.000000000Z,3662991326.940088336157567992
sol,2021-03-08T00:00:00.000000000Z,3598675974.5026016450030544911
sol,2021-03-09T00:00:00.000000000Z,3942704592.9125949376164059994
sol,2021-03-10T00:00:00.000000000Z,3789468107.0731730778468178432
sol,2021-03-11T00:00:00.000000000Z,4250307600.32918665569958161
sol,2021-03-12T00:00:00.000000000Z,3892430025.570377097849030912
sol,2021-03-13T00:00:00.000000000Z,4095967444.3242264799533253745
sol,2021-03-14T00:00:00.000000000Z,3934663312.6860736970730210198
